"Mês Ano";"Programa Orçamentário";"Ação Orçamentária";"Valor Empenhado";"Valor Liquidado";"Valor Pago";"Valor Restos a Pagar Pagos";
"02/2015";"1312 - PROMOÇÃO DA CAPACIDADE RESOLUTIVA E DA HUMANIZAÇÃO NA ATENÇÃ";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"23.403,91";
"01/2015";"1312 - PROMOÇÃO DA CAPACIDADE RESOLUTIVA E DA HUMANIZAÇÃO NA ATENÇÃ";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"896,81";
"05/2015";"1287 - SANEAMENTO RURAL";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"4.848,42";
"04/2015";"1287 - SANEAMENTO RURAL";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"392,16";
"03/2015";"1287 - SANEAMENTO RURAL";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"393,30";
"05/2015";"2070 - SEGURANCA PUBLICA COM CIDADANIA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"50.291,51";
"07/2015";"2070 - SEGURANCA PUBLICA COM CIDADANIA";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"181.552,62";
"04/2015";"1291 - SEGURANÇA TRANSFUSIONAL E QUALIDADE DO SANGUE E HEMODERIVADO";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"726,56";
"03/2015";"1291 - SEGURANÇA TRANSFUSIONAL E QUALIDADE DO SANGUE E HEMODERIVADO";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"145,92";
"05/2015";"1291 - SEGURANÇA TRANSFUSIONAL E QUALIDADE DO SANGUE E HEMODERIVADO";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"23.937,57";
"02/2015";"1291 - SEGURANÇA TRANSFUSIONAL E QUALIDADE DO SANGUE E HEMODERIVADO";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"1.237,93";
"07/2015";"1289 - VIGILÂNCIA E PREVENÇÃO DE RISCOS DECORRENTES DA PRODUÇÃO E D";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"48.185,50";
"03/2015";"1444 - VIGILÂNCIA, PREVENÇÃO E CONTROLE DE DOENÇAS E AGRAVOS";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"19.596,58";
"05/2015";"1444 - VIGILÂNCIA, PREVENÇÃO E CONTROLE DE DOENÇAS E AGRAVOS";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"3.988,10";
"02/2015";"1444 - VIGILÂNCIA, PREVENÇÃO E CONTROLE DE DOENÇAS E AGRAVOS";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"513,00";
"04/2015";"1444 - VIGILÂNCIA, PREVENÇÃO E CONTROLE DE DOENÇAS E AGRAVOS";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"383,04";
"08/2015";"1444 - VIGILÂNCIA, PREVENÇÃO E CONTROLE DE DOENÇAS E AGRAVOS";"4641 - PUBLICIDADE DE UTILIDADE PUBLICA";"0,00";"0,00";"0,00";"2.451,00";
